rank,player,id,team,age,pos,yards_before_catch,ybc_per_reception,yards_after_catch,before_catch_perc,yac_per_reception,depth_of_target,broken_tackles,broken_tackles_per_reception,drops,drop_perc,interceptions_on_targets,passer_rating,games,games_started,targets,receptions,catch_perc,yards,yards_per_reception,td_per_reception,td,firstdowns_per_reception,first_downs,long,yards_per_target,receptions_per_game,yards_per_game,fumbles,fum_per_reception
224,Kaden Smith,SmitKa00,NYG,23,TE,23,1.3,89,0.205357143,4.9,1.6,1,0.055555556,0,0,0,88.9,15,12,21,18,0.857,112,6.2,0,0,0.388888889,7,16,5.3,1.2,7.5,1,0.055555556
228,DeeJay Dallas,DallDe00,SEA,22,rb,1,0.1,110,0.009009009,6.5,0.1,1,0.058823529,0,0,0,106.5,12,2,20,17,0.85,111,6.5,0.058823529,1,0.294117647,5,13,5.6,1.4,9.3,0,0
272,Alec Ingold,IngoAl01,LVR,24,fb,22,1.8,88,0.2,7.3,4.5,3,0.25,2,11.8,0,107.5,16,4,17,12,0.706,110,9.2,0.083333333,1,0.75,9,23,6.5,0.8,6.9,0,0
283,Blake Bell,BellBl00,DAL,29,te,62,5.6,48,0.563636364,4.4,5.1,1,0.090909091,0,0,0,93.7,16,2,15,11,0.733,110,10,0,0,0.636363636,7,24,7.3,0.7,6.9,0,0
297,Marcedes Lewis,LewiMa00,GNB,36,TE,50,5,57,0.46728972,5.7,6.5,0,0,4,23.5,0,116.9,15,15,17,10,0.588,107,10.7,0.3,3,0.6,6,36,6.3,0.7,7.1,0,0
314,Stephen Anderson,AndeSt01,LAC,27,te,26,3.3,80,0.245283019,10,4,2,0.25,0,0,0,102.8,16,3,11,8,0.727,106,13.3,0,0,0.875,7,23,9.6,0.5,6.6,0,0
337,Quez Watkins,WatkQu00,PHI,22,,48,6.9,58,0.452830189,8.3,9.5,0,0,2,15.4,0,106.6,6,0,13,7,0.538,106,15.1,0.142857143,1,0.571428571,4,43,8.2,1.2,17.7,0,0
280,Jordan Wilkins,WilkJo01,IND,26,,-38,-3.2,143,-0.361904762,11.9,-0.8,1,0.083333333,1,6.3,0,91.9,15,0,16,12,0.75,105,8.8,0,0,0.25,3,24,6.6,0.8,7,0,0
324,Maxx Williams,WillMa04,ARI,26,te,36,4.5,66,0.352941176,8.3,3.8,1,0.125,0,0,1,102.9,9,8,10,8,0.8,102,12.8,0.125,1,0.5,4,42,10.2,0.9,11.3,0,0
244,LeSean McCoy,McCoLe01,TAM,32,,-1,-0.1,102,-0.00990099,6.8,1,0,0,2,10.5,0,88.8,10,0,19,15,0.789,101,6.7,0,0,0.2,3,15,5.3,1.5,10.1,0,0
276,Adrian Peterson,PeteAd01,DET,35,rb,-2,-0.2,103,-0.01980198,8.6,-0.3,1,0.083333333,3,16.7,0,81,16,10,18,12,0.667,101,8.4,0,0,0.333333333,4,23,5.6,0.8,6.3,0,0
284,C.J. Board,BoarC.00,NYG,27,wr,68,6.2,33,0.673267327,3,9.4,0,0,0,0,0,85.7,14,4,16,11,0.688,101,9.2,0,0,0.545454545,6,16,6.3,0.8,7.2,0,0
269,Cameron Batson,BatsCa00,TEN,25,wr,57,4.8,43,0.57,3.6,6.2,0,0,0,0,0,124.4,12,1,13,12,0.923,100,8.3,0.083333333,1,0.583333333,7,18,7.7,1,8.3,1,0.083333333
241,Ty Johnson,JohnTy02,2TM,23,,-30,-1.9,129,-0.303030303,8.1,2.4,1,0.0625,0,0,,101.1,13,1,21,16,0.762,99,6.2,0.0625,1,0.375,6,18,4.7,1.2,7.6,0,0
245,Vance McDonald,McDoVa00,PIT,30,TE,20,1.3,79,0.202020202,5.3,1.9,3,0.2,1,5,0,85.2,14,12,20,15,0.75,99,6.6,0,0,0.266666667,4,15,5,1.1,7.1,0,0
319,Taysom Hill,HillTa00,NOR,30,wr,63,7.9,35,0.642857143,4.4,7.6,0,0,1,8.3,0,119.4,16,8,12,8,0.667,98,12.3,0.125,1,0.5,4,21,8.2,0.5,6.1,10,1.25
317,C.J. Ham,HamxC.00,MIN,27,FB,22,2.8,75,0.226804124,9.4,3.3,0,0,2,15.4,0,110.1,15,11,13,8,0.615,97,12.1,0.125,1,0.75,6,30,7.5,0.5,6.5,0,0
302,Matt Breida,BreiMa00,MIA,25,rb,0,0,96,0,10.7,-0.1,1,0.111111111,0,0,0,106.7,12,1,10,9,0.9,96,10.7,0,0,0.555555556,5,31,9.6,0.8,8,2,0.222222222
256,Zack Moss,MossZa00,BUF,23,,8,0.6,87,0.084210526,6.2,1.8,3,0.214285714,0,0,0,107.2,13,0,18,14,0.778,95,6.8,0.071428571,1,0.357142857,5,20,5.3,1.1,7.3,0,0
259,Nick Vannett,VannNi00,DEN,27,TE,31,2.2,64,0.326315789,4.6,4.4,0,0,0,0,1,72.5,15,11,21,14,0.667,95,6.8,0.071428571,1,0.428571429,6,19,4.5,0.9,6.3,0,0
338,Justin Watson,WatsJu01,TAM,24,wr,75,10.7,19,0.79787234,2.7,9.6,0,0,0,0,2,51.1,11,2,11,7,0.636,94,13.4,0,0,0.714285714,5,36,8.5,0.6,8.5,0,0
240,Carlos Hyde,HydeCa00,SEA,30,,-15,-0.9,108,-0.161290323,6.8,2.4,0,0,0,0,0,86,10,1,20,16,0.8,93,5.8,0,0,0.25,4,18,4.7,1.6,9.3,1,0.0625
307,Malcolm Perry,PerrMa00,MIA,23,rb,59,6.6,33,0.641304348,3.7,8.8,0,0,1,7.7,0,114.9,9,2,13,9,0.692,92,10.2,0.111111111,1,0.444444444,4,25,7.1,1,10.2,1,0.111111111
315,Darrell Daniels,DaniDa02,ARI,26,te,35,4.4,57,0.380434783,7.1,6.1,1,0.125,1,9.1,0,127.8,12,8,11,8,0.727,92,11.5,0.125,1,0.5,4,31,8.4,0.7,7.7,0,0
330,Austin Mack,MackAu01,NYG,23,wr,54,7.7,37,0.593406593,5.3,8.3,1,0.142857143,1,9.1,0,89.6,11,1,11,7,0.636,91,13,0,0,0.714285714,5,50,8.3,0.6,8.3,0,0
305,Travis Homer,HomeTr00,SEA,22,,-2,-0.2,92,-0.022222222,10.2,0.2,1,0.111111111,0,0,0,137.5,9,0,10,9,0.9,90,10,0.111111111,1,0.444444444,4,50,9,1,10,0,0
237,Frank Gore,GoreFr00,NYJ,37,RB,16,1,73,0.179775281,4.6,1.8,1,0.0625,0,0,0,86.2,15,14,19,16,0.842,89,5.6,0,0,0.1875,3,9,4.7,1.1,5.9,1,0.0625
260,Jamal Agnew,AgneJa00,DET,25,wr,-12,-0.9,101,-0.134831461,7.8,4.9,2,0.153846154,1,5,0,74.8,14,2,20,13,0.65,89,6.8,0,0,0.307692308,4,20,4.5,0.9,6.4,2,0.153846154
323,C.J. Uzomah,UzomC.00,CIN,27,te,57,7.1,30,0.655172414,3.8,8.5,0,0,1,9.1,0,125.9,2,2,11,8,0.727,87,10.9,0.125,1,0.75,6,23,7.9,4,43.5,0,0
301,Trent Taylor,TaylTr02,SFO,26,wr,43,4.3,43,0.5,4.3,5.6,0,0,0,0,1,39,12,1,21,10,0.476,86,8.6,0,0,0.5,5,29,4.1,0.8,7.2,0,0
304,Ryan Griffin,GrifRy00,NYJ,30,te,37,4.1,49,0.430232558,5.4,5.3,0,0,1,8.3,0,94.4,15,6,12,9,0.75,86,9.6,0,0,0.444444444,4,23,7.2,0.6,5.7,0,0
375,JJ Arcega-Whiteside,ArceJJ00,PHI,24,,74,18.5,11,0.870588235,2.8,15.1,0,0,1,12.5,1,48.4,8,0,8,4,0.5,85,21.3,0,0,1,4,37,10.6,0.5,10.6,0,0
227,Devontae Booker,BookDe00,LVR,28,rb,3,0.2,81,0.035714286,4.8,0.3,2,0.117647059,0,0,1,63.5,16,1,21,17,0.81,84,4.9,0,0,0.117647059,2,17,4,1.1,5.3,1,0.058823529
286,Tyler Ervin,ErviTy00,GNB,27,,0,0,84,0,7.6,-1,0,0,1,6.7,0,86.5,8,0,15,11,0.733,84,7.6,0,0,0.545454545,6,24,5.6,1.4,10.5,0,0
312,Geoff Swaim,SwaiGe00,TEN,27,wr,48,5.3,35,0.578313253,3.9,6.6,0,0,1,8.3,0,121.2,10,8,12,9,0.75,83,9.2,0.111111111,1,0.666666667,6,16,6.9,0.9,8.3,0,0
271,Royce Freeman,FreeRo00,DEN,24,,18,1.5,63,0.222222222,5.3,1.7,0,0,0,0,0,92.6,16,0,13,12,0.923,81,6.8,0,0,0.333333333,4,28,6.2,0.8,5.1,0,0
316,Troy Fumagalli,FumaTr00,DEN,25,,20,2.5,60,0.25,7.5,7.3,0,0,0,0,3,51.4,8,0,15,8,0.533,80,10,0.125,1,0.75,6,29,5.3,1,10,0,0
294,De'Michael Harris,HarrDe11,IND,22,,16,1.6,63,0.202531646,6.3,1.6,0,0,0,0,0,99.6,7,0,10,10,1,79,7.9,0,0,0.3,3,21,7.9,1.4,11.3,0,0
205,Ray-Ray McCloud,McClRa00,PIT,24,wr,-28,-1.4,105,-0.363636364,5.3,-1.5,0,0,0,0,0,81.2,16,2,22,20,0.909,77,3.9,0,0,0.15,3,13,3.5,1.3,4.8,2,0.1
383,Dante Pettis,PettDa00,2TM,25,,70,17.5,6,0.921052632,1.5,18.3,0,0,0,0,,149.3,7,1,6,4,0.667,76,19,0.25,1,0.75,3,33,12.7,0.6,10.9,1,0.25
232,Ito Smith,SmitIt00,ATL,25,,-6,-0.4,81,-0.08,4.8,0,1,0.058823529,1,3.8,0,69.1,14,0,26,17,0.654,75,4.4,0,0,0.176470588,3,17,2.9,1.2,5.4,1,0.058823529
328,K.J. Hill,HillKJ00,LAC,23,,55,7.9,18,0.753424658,2.6,7.2,0,0,2,18.2,0,82.8,15,0,11,7,0.636,73,10.4,0,0,0.285714286,2,25,6.6,0.5,4.9,1,0.142857143
359,Pharoh Cooper,CoopPh00,CAR,25,wr,38,7.6,35,0.520547945,7,9.9,0,0,0,0,0,92.2,16,1,8,5,0.625,73,14.6,0,0,0.6,3,32,9.1,0.3,4.6,1,0.2
343,Parris Campbell,CampPa00,IND,23,wr,53,8.8,18,0.746478873,3,11.9,0,0,0,0,1,50.9,2,2,9,6,0.667,71,11.8,0,0,0.666666667,4,21,7.9,3,35.5,0,0
268,Jason Witten,WittJa00,LVR,38,te,49,3.8,20,0.710144928,1.5,5.4,0,0,0,0,0,121.9,16,7,17,13,0.765,69,5.3,0.153846154,2,0.615384615,8,15,4.1,0.8,4.3,0,0
277,Brandon Powell,PoweBr00,ATL,25,,35,2.9,34,0.507246377,2.8,4.6,0,0,1,5.6,0,110.6,15,1,18,12,0.667,69,5.8,0.166666667,2,0.416666667,5,13,3.8,0.8,4.6,2,0.166666667
296,Patrick Laird,LairPa00,MIA,25,,28,2.8,40,0.411764706,4,2.6,1,0.1,0,0,0,90.3,16,0,12,10,0.833,68,6.8,0,0,0.3,3,17,5.7,0.6,4.3,1,0.1
321,Ryan Nall,NallRy00,CHI,25,,20,2.5,47,0.298507463,5.9,2.2,1,0.125,0,0,0,134.7,16,0,9,8,0.889,67,8.4,0.125,1,0.625,5,18,7.4,0.5,4.2,0,0
291,Samaje Perine,PeriSa00,CIN,25,rb,-23,-2.1,89,-0.348484848,8.1,-1.8,3,0.272727273,0,0,0,89.6,16,1,12,11,0.917,66,6,0,0,0.363636364,4,15,5.5,0.7,4.1,0,0
370,Malik Taylor,TaylMa01,GNB,25,wr,19,3.8,47,0.287878788,9.4,6.7,0,0,0,0,0,152.1,15,1,6,5,0.833,66,13.2,0.2,1,0.8,4,26,11,0.3,4.4,0,0
407,Courtland Sutton,SuttCo00,DEN,25,wr,59,19.7,7,0.893939394,2.3,17.7,0,0,1,16.7,1,50,1,1,6,3,0.5,66,22,0,0,0.666666667,2,45,11,3,66,0,0
336,Darwin Thompson,ThomDa06,KAN,23,rb,-23,-3.3,88,-0.353846154,12.6,-2.6,2,0.285714286,1,9.1,0,110,14,1,11,7,0.636,65,9.3,0.142857143,1,0.428571429,3,37,5.9,0.5,4.6,2,0.285714286
290,La'Mical Perine,PeriLa00,NYJ,22,,-4,-0.4,67,-0.063492063,6.1,1.7,0,0,1,6.7,0,80.7,10,0,15,11,0.733,63,5.7,0,0,0.272727273,3,14,4.2,1.1,6.3,0,0
335,Luke Stocker,StocLu00,ATL,32,TE,11,1.6,52,0.174603175,7.4,1.9,0,0,1,9.1,0,79,16,13,11,7,0.636,63,9,0,0,0.571428571,4,25,5.7,0.4,3.9,0,0
344,Tyrie Cleveland,ClevTy00,DEN,23,,45,7.5,18,0.714285714,3,8.8,1,0.166666667,0,0,0,86.8,10,0,9,6,0.667,63,10.5,0,0,0.666666667,4,17,7,0.6,6.3,0,0
349,Nick Keizer,KeizNi00,KAN,25,,23,3.8,40,0.365079365,6.7,9,0,0,1,11.1,0,86.8,16,3,9,6,0.667,63,10.5,0,0,0.333333333,2,22,7,0.4,3.9,1,0.166666667
384,Damion Ratley,RatlDa00,NYG,25,,53,13.3,10,0.841269841,2.5,7.8,0,0,0,0,0,61.7,5,0,10,4,0.4,63,15.8,0,0,0.5,2,29,6.3,0.8,12.6,1,0.25
364,Gunner Olszewski+,OlszGu00,NWE,24,wr,27,5.4,35,0.435483871,7,5.4,1,0.2,0,0,0,157.9,13,2,5,5,1,62,12.4,0.2,1,0.6,3,38,12.4,0.4,4.8,1,0.2
281,Salvon Ahmed,AhmeSa01,MIA,22,rb,-10,-0.9,71,-0.163934426,6.5,-0.5,0,0,1,7.1,0,84.8,6,4,14,11,0.786,61,5.5,0,0,0.181818182,2,13,4.4,1.8,10.2,0,0
300,Benny Snell Jr.,SnelBe00,PIT,22,rb,-27,-2.7,88,-0.442622951,8.8,-1.9,2,0.2,0,0,1,50,16,3,14,10,0.714,61,6.1,0,0,0.3,3,14,4.4,0.6,3.8,2,0.2
341,Saquon Barkley,BarkSa00,NYG,23,rb,5,0.8,55,0.083333333,9.2,3.8,1,0.166666667,1,11.1,0,85.4,2,2,9,6,0.667,60,10,0,0,0.5,3,38,6.7,3,30,0,0
356,Ja'Marcus Bradley,BradJa01,CLE,24,wr,49,9.8,11,0.816666667,2.2,11.5,0,0,0,0,0,62.7,3,1,11,5,0.455,60,12,0,0,0.4,2,22,5.5,1.7,20,0,0
362,Steven Mitchell,MitcSt02,HOU,26,wr,50,10,10,0.833333333,2,13.8,0,0,0,0,0,85.4,6,1,8,5,0.625,60,12,0,0,0.6,3,20,7.5,0.8,10,0,0
292,Keith Smith,SmitKe03,ATL,28,fb,15,1.4,44,0.254237288,4,1.9,0,0,1,6.7,0,79.6,16,7,15,11,0.733,59,5.4,0,0,0.363636364,4,13,3.9,0.7,3.7,0,0
311,Rodney Smith,SmitRo08,CAR,24,rb,13,1.4,46,0.220338983,5.1,1.5,0,0,1,9.1,0,89,7,1,11,9,0.818,59,6.6,0,0,0.111111111,1,12,5.4,1.3,8.4,1,0.111111111
313,Ameer Abdullah,AbduAm00,MIN,27,,-5,-0.6,63,-0.086206897,7.9,-0.6,0,0,0,0,0,133.1,16,0,9,8,0.889,58,7.3,0.25,2,0.5,4,22,6.4,0.5,3.6,0,0
325,Devonta Freeman,FreeDe00,NYG,28,,-12,-1.7,70,-0.206896552,10,-1.4,0,0,2,20,0,84.6,5,4,10,7,0.7,58,8.3,0,0,0.142857143,1,18,5.8,1.4,11.6,0,0
332,Jaydon Mickens,MickJa01,TAM,26,,27,3.9,31,0.465517241,4.4,7.3,0,0,0,0,0,84.6,10,0,10,7,0.7,58,8.3,0,0,0.857142857,6,11,5.8,0.7,5.8,0,0
275,Jeremy McNichols,McNiJe00,TEN,25,,4,0.3,51,0.072727273,4.3,0.5,0,0,1,5.9,0,74.4,16,0,17,12,0.706,55,4.6,0,0,0,0,9,3.2,0.8,3.4,0,0
298,Dare Ogunbowale,OgunDa00,JAX,26,rb,-9,-0.9,63,-0.166666667,6.3,0.9,0,0,2,10,1,35.4,14,2,20,10,0.5,54,5.4,0,0,0.4,4,12,2.7,0.7,3.9,0,0
351,Anthony McFarland Jr.,McFaAn00,PIT,21,,7,1.2,47,0.12962963,7.8,2.6,2,0.333333333,1,11.1,0,82.6,11,0,9,6,0.667,54,9,0,0,0.166666667,1,17,6,0.5,4.9,0,0
357,Cethan Carter,CartCe00,CIN,25,te,43,8.6,10,0.811320755,2,7.7,0,0,1,14.3,0,93.2,15,5,7,5,0.714,53,10.6,0,0,0.6,3,24,7.6,0.3,3.5,0,0
382,Johnny Mundt,MundJo00,LAR,26,te,8,2,45,0.150943396,11.3,1.8,2,0.5,0,0,0,118.7,16,1,4,4,1,53,13.3,0,0,0.25,1,34,13.3,0.3,3.3,0,0
393,Ashton Dulin,DuliAs00,IND,23,,25,8.3,28,0.471698113,9.3,5.2,0,0,0,0,0,80.6,13,0,6,3,0.5,53,17.7,0,0,0.666666667,2,34,8.8,0.2,4.1,1,0.333333333
350,Chris Manhertz,ManhCh00,CAR,28,TE,19,3.2,33,0.365384615,5.5,4,1,0.166666667,1,12.5,0,91.7,16,12,8,6,0.75,52,8.7,0,0,0.166666667,1,17,6.5,0.4,3.3,0,0
360,Damien Harris,HarrDa06,NWE,23,rb,-3,-0.6,55,-0.057692308,11,-0.4,0,0,0,0,1,53,10,10,7,5,0.714,52,10.4,0,0,0.8,4,15,7.4,0.5,5.2,1,0.2
347,Mark Ingram,IngrMa01,BAL,31,rb,1,0.2,49,0.02,8.2,1.5,1,0.166666667,0,0,0,90.6,11,9,8,6,0.75,50,8.3,0,0,0.333333333,2,18,6.3,0.5,4.5,0,0
369,Trent Sherfield,SherTr00,ARI,24,wr,23,4.6,27,0.46,5.4,11.7,0,0,0,0,1,51.8,15,1,7,5,0.714,50,10,0,0,0.4,2,26,7.1,0.3,3.3,0,0
397,Virgil Green,GreeVi00,LAC,32,te,27,9,23,0.54,7.7,11.8,0,0,1,16.7,0,118.1,6,3,6,3,0.5,50,16.7,0.333333333,1,0.666666667,2,26,8.3,0.5,8.3,0,0
352,Laquon Treadwell,TreaLa00,ATL,25,,36,6,13,0.734693878,2.2,5.6,1,0.166666667,0,0,0,135.4,5,0,7,6,0.857,49,8.2,0.333333333,2,0.666666667,4,14,7,1.2,9.8,0,0
366,MyCole Pruitt,PruiMy00,TEN,28,te,36,7.2,13,0.734693878,2.6,8.4,0,0,1,12.5,0,119.3,11,4,8,5,0.625,49,9.8,0.4,2,0.8,4,22,6.1,0.5,4.5,0,0
353,Javon Wims,WimsJa00,CHI,26,wr,44,7.3,4,0.916666667,0.7,14.8,0,0,0,0,0,88.2,13,1,12,6,0.5,48,8,0.166666667,1,0.666666667,4,13,4,0.5,3.7,0,0
342,Dez Bryant,BryaDe01,BAL,32,,13,2.2,34,0.276595745,5.7,4.7,0,0,1,9.1,0,104.9,6,0,11,6,0.545,47,7.8,0.333333333,2,0.5,3,16,4.3,1,7.8,0,0
310,Jaylen Samuels,SamuJa00,PIT,24,rb,-10,-1.1,56,-0.217391304,6.2,-0.2,0,0,3,21.4,0,69.3,14,1,14,9,0.643,46,5.1,0,0,0.222222222,2,12,3.3,0.6,3.3,0,0
318,Josh Hill,HillJo02,NOR,30,te,9,1.1,37,0.195652174,4.6,4.5,1,0.125,0,0,0,119.2,14,7,10,8,0.8,46,5.8,0.125,1,0.5,4,16,4.6,0.6,3.3,1,0.125
368,Darrius Shepherd,ShepDa00,GNB,25,,28,5.6,18,0.608695652,3.6,15,0,0,0,0,0,78.1,8,0,8,5,0.625,46,9.2,0,0,0.2,1,19,5.8,0.6,5.8,1,0.2
371,Levine Toilolo,ToilLe00,NYG,29,te,20,4,26,0.434782609,5.2,4.3,0,0,0,0,0,98.6,16,2,6,5,0.833,46,9.2,0,0,0.6,3,14,7.7,0.3,2.9,0,0
399,Lil'Jordan Humphrey,HumpLi01,NOR,22,wr,36,12,10,0.782608696,3.3,10.6,1,0.333333333,0,0,1,90.4,3,1,5,3,0.6,46,15.3,0.333333333,1,1,3,17,9.2,1,15.3,0,0
309,Patrick Ricard*,RicaPa00,BAL,26,fb,0,0,45,0,5,0.1,2,0.222222222,1,8.3,0,108,15,10,12,9,0.75,45,5,0.111111111,1,0.333333333,3,11,3.8,0.6,3,1,0.111111111
326,Demetrius Harris,HarrDe03,CHI,29,te,20,2.9,25,0.444444444,3.6,6.6,0,0,2,14.3,1,27.4,15,5,14,7,0.5,45,6.4,0,0,0.285714286,2,9,3.2,0.5,3,0,0
439,Hunter Bryant,BryaHu02,DET,22,,32,32,12,0.727272727,12,22.3,0,0,0,0,0,81.9,5,0,3,1,0.333,44,44,0,0,1,1,44,14.7,0.2,8.8,0,0
367,Theo Riddick,RiddTh00,LVR,29,,10,2,33,0.23255814,6.6,1.7,0,0,0,0,0,96.5,4,0,6,5,0.833,43,8.6,0,0,0.2,1,15,7.2,1.3,10.8,0,0
306,Devine Ozigbo,OzigDe01,JAX,24,,3,0.3,39,0.071428571,4.3,0.3,1,0.111111111,0,0,0,86.1,8,0,9,9,1,42,4.7,0,0,0.333333333,3,12,4.7,1.1,5.3,0,0
322,Troymaine Pope,PopeTr00,LAC,27,,-2,-0.3,44,-0.047619048,5.5,-1.6,1,0.125,1,10,0,84.2,6,0,10,8,0.8,42,5.3,0,0,0.125,1,11,4.2,1.3,7,0,0
345,Tarik Cohen,CoheTa00,CHI,25,,-20,-3.3,61,-0.487804878,10.2,1.7,1,0.166666667,1,11.1,0,76.6,3,0,9,6,0.667,41,6.8,0,0,0.166666667,1,20,4.6,2,13.7,0,0
346,River Cracraft,CracRi00,SFO,26,wr,30,5,11,0.731707317,1.8,6.4,1,0.166666667,1,11.1,0,76.6,9,1,9,6,0.667,41,6.8,0,0,0.333333333,2,12,4.6,0.7,4.6,0,0
398,Tanner Hudson,HudsTa00,TAM,26,,29,9.7,12,0.707317073,4,15.4,0,0,0,0,0,62.2,11,0,7,3,0.429,41,13.7,0,0,1,3,20,5.9,0.3,3.7,0,0
394,Ted Ginn Jr.,GinnTe00,CHI,35,,30,10,10,0.75,3.3,20.2,0,0,0,0,0,71.5,6,0,6,3,0.5,40,13.3,0,0,0.333333333,1,29,6.7,0.5,6.7,1,0.333333333
377,Khari Blasingame,BlasKh00,TEN,24,fb,5,1.3,34,0.128205128,8.5,1,0,0,1,20,0,99.2,15,7,5,4,0.8,39,9.8,0,0,0.5,2,16,7.8,0.3,2.6,0,0
380,Juwan Johnson,JohnJu02,NOR,24,wr,19,4.8,20,0.487179487,5,7.3,0,0,1,10,0,51.7,7,4,10,4,0.4,39,9.8,0,0,0.75,3,19,3.9,0.6,5.6,0,0
385,Riley Ridley,RidlRi00,CHI,24,wr,36,9,3,0.923076923,0.8,9,0,0,0,0,0,107.3,5,1,4,4,1,39,9.8,0,0,0.75,3,18,9.8,0.8,7.8,0,0
412,Devin Asiasi,AsiaDe00,NWE,23,te,33,16.5,6,0.846153846,3,9.6,0,0,1,14.3,0,89.9,9,3,7,2,0.286,39,19.5,0.5,1,1,2,26,5.6,0.2,4.3,0,0
424,Robert Foster,FostRo01,WAS,26,wr,5,2.5,32,0.135135135,16,14,1,0.5,1,16.7,0,55.6,4,2,6,2,0.333,37,18.5,0,0,1,2,28,6.2,0.5,9.3,0,0
339,Deon Yelder,YeldDe00,KAN,25,,6,0.9,30,0.166666667,4.3,5.2,0,0,0,0,0,68.7,14,1,11,7,0.636,36,5.1,0,0,0.285714286,2,12,3.3,0.5,2.6,0,0
410,Charlie Woerner,WoerCh00,SFO,23,,11,3.7,25,0.305555556,8.3,2.5,1,0.333333333,0,0,0,102.1,14,0,4,3,0.75,36,12,0,0,0.666666667,2,18,9,0.2,2.6,0,0
320,Jakob Johnson,JohnJa12,NWE,26,FB,15,1.9,20,0.428571429,2.5,1.7,0,0,0,0,0,119.9,16,11,9,8,0.889,35,4.4,0.125,1,0.375,3,12,3.9,0.5,2.2,1,0.125
388,Lee Smith,SmitLe00,BUF,33,te,15,3.8,20,0.428571429,5,3.7,0,0,0,0,0,121.5,10,2,6,4,0.667,35,8.8,0.5,2,0.75,3,27,5.8,0.4,3.5,0,0
408,Kahale Warring,WarrKa00,HOU,23,,27,9,8,0.771428571,2.7,8.3,0,0,1,14.3,0,58.6,7,0,7,3,0.429,35,11.7,0,0,0.666666667,2,23,5,0.4,5,0,0
411,Brandon Zylstra,ZylsBr00,CAR,27,wr,20,6.7,15,0.571428571,5,13.8,0,0,0,0,0,101,16,2,4,3,0.75,35,11.7,0,0,1,3,28,8.8,0.2,2.2,0,0
418,Lawrence Cager,CageLa01,NYJ,23,wr,21,10.5,14,0.6,7,14,0,0,0,0,2,14.6,2,1,6,2,0.333,35,17.5,0,0,1,2,19,5.8,1,17.5,0,0
430,Cam Newton,NewtCa00,NWE,31,QB,17,8.5,18,0.485714286,9,8.5,0,0,0,0,0,158.3,15,15,2,2,1,35,17.5,0.5,1,1,2,19,17.5,0.1,2.3,6,3
372,Ke'Shawn Vaughn,VaugKe00,TAM,23,,11,2.2,23,0.323529412,4.6,2.4,0,0,3,30,0,91.2,10,0,10,5,0.5,34,6.8,0.2,1,0.4,2,13,3.4,0.5,3.4,1,0.2
379,Tevin Coleman,ColeTe01,SFO,27,rb,13,3.3,21,0.382352941,5.3,2.6,1,0.25,0,0,0,95,8,1,5,4,0.8,34,8.5,0,0,0.5,2,18,6.8,0.5,4.3,0,0
386,Andre Roberts*,RobeAn00,BUF,32,,29,7.3,5,0.852941176,1.3,9.6,0,0,1,20,1,55.4,15,0,5,4,0.8,34,8.5,0,0,0.5,2,16,6.8,0.3,2.3,3,0.75
327,Jamycal Hasty,HastJa02,SFO,24,,-14,-2,47,-0.424242424,6.7,-2.4,0,0,0,0,0,83.9,8,0,8,7,0.875,33,4.7,0,0,0,0,16,4.1,0.9,4.1,1,0.142857143
409,Nick Westbrook-Ikhine,WestNi00,TEN,23,wr,28,9.3,5,0.848484848,1.7,10.3,0,0,0,0,1,10.9,14,1,8,3,0.375,33,11,0,0,1,3,19,4.1,0.2,2.4,0,0
395,Terry Godwin,GodwTe00,JAX,24,,29,9.7,3,0.90625,1,11.7,0,0,1,16.7,0,66,3,0,6,3,0.5,32,10.7,0,0,0.666666667,2,21,5.3,1,10.7,0,0
387,Seth Roberts,RobeSe00,CAR,29,,9,2.3,22,0.290322581,5.5,7.3,1,0.25,0,0,0,79.2,7,1,6,4,0.667,31,7.8,0,0,0.5,2,12,5.2,0.6,4.4,0,0
415,Daniel Brown,BrowDa04,NYJ,28,te,10,5,21,0.322580645,10.5,5,0,0,0,0,0,118.7,16,1,2,2,1,31,15.5,0,0,1,2,18,15.5,0.1,1.9,0,0
373,DeAndre Washington,WashDe00,2TM,27,,7,1.4,23,0.233333333,4.6,2.6,0,0,0,0,,56.2,4,1,10,5,0.5,30,6,0,0,0.4,2,10,3,1.3,7.5,0,0
374,Trayveon Williams,WillTr06,CIN,23,,-11,-2.2,41,-0.366666667,8.2,-2.2,2,0.4,0,0,0,91.7,10,0,5,5,1,30,6,0,0,0.2,1,13,6,0.5,3,1,0.2
402,Marlon Mack,MackMa00,IND,24,rb,-1,-0.3,31,-0.033333333,10.3,-0.3,0,0,0,0,0,108.3,1,1,3,3,1,30,10,0,0,0.333333333,1,19,10,3,30,0,0
340,Josh Adams,AdamJo03,NYJ,24,,5,0.8,24,0.172413793,4,0.1,0,0,0,0,0,79.7,8,0,8,6,0.75,29,4.8,0,0,0.333333333,2,11,3.6,0.8,3.6,0,0
434,Isaiah Zuber,ZubeIs00,NWE,23,,-1,-0.5,30,-0.034482759,15,-0.5,1,0.5,0,0,0,118.7,4,0,2,2,1,29,14.5,0,0,0.5,1,16,14.5,0.5,7.3,0,0
329,Phillip Lindsay,LindPh00,DEN,26,rb,-11,-1.6,39,-0.392857143,5.6,-0.4,2,0.285714286,2,14.3,0,56.2,11,8,14,7,0.5,28,4,0,0,0.142857143,1,11,2,0.6,2.5,0,0
