country,code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Senegal,SEN,617.1556841,651.6098743,684.3230203,835.7905935,937.4023096,998.1215541,1031.379928,1198.392811,1403.949385,1308.937808,1271.583281,1366.774501,1317.779802,1372.665779,1396.657339,1219.249415,1269.903294,1361.701972,1458.069093,1430.148259,1487.757309
Singapore,SGP,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56848.17539,61176.45636,66679.04649,65640.70795,59797.75218
Solomon Islands,SLB,1017.613757,965.7656751,795.6015338,788.6131193,867.1071722,1014.85528,1119.693297,1260.289404,1388.963877,1428.505673,1604.20583,1938.891187,2141.821522,2248.614935,2274.887866,2167.119928,2225.486842,2332.844216,2411.862926,2344.231634,2258.400365
Sierra Leone,SLE,138.6987225,229.3756595,252.396007,266.4469054,266.5693713,292.3490663,323.3890184,360.3716605,408.4810085,391.200943,401.8348761,448.3376621,566.3782351,716.8358269,714.6997957,588.2288628,501.4151655,499.3809746,533.9915333,527.5341745,484.5212675
El Salvador,SLV,2001.540049,2072.301591,2124.10182,2209.497245,2278.43033,2428.569111,2631.822147,2786.157922,2933.39424,2858.483344,2983.228806,3266.012588,3428.409332,3509.528132,3589.041296,3705.579704,3805.995686,3910.255969,4052.624775,4167.730939,3798.636521
San Marino,SMR,36604.49338,38730.80304,41464.74643,51270.12923,59558.77272,60900.54329,64261.03273,72697.70599,78643.55065,66703.21823,60254.7763,57297.51331,49988.46363,51570.98395,50817.33082,42662.90265,43828.23246,45399.02906,48996.59225,47731.20854,
Somalia,SOM,,,,,,,,,,,,,,297.9553578,295.2666099,293.4551719,295.9673926,309.0543803,314.542678,320.0381483,309.4154546
Serbia,SRB,914.7857199,1727.281196,2283.846685,3005.426352,3502.802924,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056809,5588.980728,5765.200762,6292.543629,7252.401858,7411.558649,7666.244476
Sub-Saharan Africa (excluding high income),SSA,601.3588981,559.3968319,594.0852881,724.9286237,877.9607012,1015.557303,1173.629973,1325.883599,1480.814611,1373.0657,1591.640542,1739.987881,1775.533706,1839.496037,1860.252141,1657.286312,1507.096028,1562.913964,1595.496495,1597.727503,1482.909594
South Sudan,SSD,,,,,,,,,1669.493752,1337.882231,1535.706892,1516.404378,1179.739711,1779.470365,1322.820364,1119.651437,,,,,
Sub-Saharan Africa,SSF,602.2155476,560.2475317,595.0160938,725.8310442,879.0041985,1016.662747,1174.811264,1327.036394,1481.833402,1373.92591,1592.59208,1741.010781,1776.51779,1840.729073,1861.462891,1658.514663,1508.352794,1564.22416,1596.825251,1599.015966,1483.769566
Small states,SST,4391.181329,4345.481964,4583.918991,5403.174903,6400.803288,7492.389985,8557.572398,10043.7912,11834.91648,9922.985145,11173.07576,13213.9307,13525.35314,13821.99569,14015.34245,11759.68811,11367.68514,12064.70274,13040.53773,12622.52891,10864.0078
Sao Tome and Principe,STP,,524.6698721,577.628404,678.7379639,745.3202999,866.5049956,883.0970413,896.8677913,1098.755219,1067.908053,1090.260763,1254.541598,1330.620114,1564.768548,1770.467688,1584.775657,1700.097997,1813.807434,1953.513257,1987.579702,2157.840446
Suriname,SUR,2012.281651,1750.576737,2267.753984,2611.377493,3006.183233,3590.648183,5197.747907,5744.759727,6831.983622,7408.360786,8255.874872,8263.203803,9200.974786,9402.164419,9471.922001,9168.237157,5872.789429,6295.560562,6938.086981,7261.16561,6491.139065
Slovak Republic,SVK,5413.150621,5717.21709,6533.553213,8712.698793,10671.82186,11685.75482,13159.75944,16085.61152,18677.29271,16531.67051,16750.79744,18361.56948,17481.89544,18260.01577,18674.34406,16310.98841,16508.67036,17504.21134,19364.6201,19273.25395,19156.88961
Slovenia,SVN,10201.30354,10479.75963,11777.15566,14849.03724,17233.13856,18098.90854,19672.96556,23787.64656,27483.33717,24694.23049,23509.54314,25095.13229,22643.10025,23496.6025,24214.92207,20881.76693,21663.64341,23454.73952,26103.16026,25940.72803,25179.66717
Sweden,SWE,29624.91267,27247.85773,29899.19525,37321.7979,42821.67314,43437.06312,46593.60216,53700.00534,56152.55234,46946.96027,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51686.85135,51925.71376
Eswatini,SWZ,1728.710498,1521.769121,1405.448752,2148.63254,2699.130772,3083.838202,3176.69114,3327.445066,3137.387151,3385.858935,4168.489518,4496.612962,4527.681573,4230.328486,4038.55354,3679.819798,3425.528759,3914.421839,4105.897212,3894.66963,3415.459446
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,27997.28983,28460.33262,27942.88054,33043.68838,32274.89055,31616.6817,29369.05683,29160.10381,,
Seychelles,SYC,7578.851053,7663.13708,8331.261997,8524.961236,10176.65871,11092.51074,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12006.68296,14765.67398,14700.33434,14745.34146,15068.62035,15906.08391,16390.82491,16198.51748,11425.09293
Syrian Arab Republic,SYR,1177.629339,1258.447772,1263.255418,1253.395146,1407.178266,1571.738236,1748.905772,2032.623183,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,16625.48892,15785.96212,16384.90083,18181.09252,20533.18903,24559.14472,25457.9765,27650.11538,22020.34886,21029.69563,21839.00992,21345.02598,21715.31397,23778.51913,26183.88504,28241.47929,27545.12879,29553.1367,31350.86663,23879.92665
Chad,TCD,166.1757089,197.1460821,221.4165369,292.6008802,454.3363652,658.566973,710.3963987,799.603742,929.3827519,803.6863884,892.5688697,984.7361305,967.3529488,979.8117426,1020.287979,776.0197523,693.4497674,665.9488849,726.1510071,709.5400432,614.4651899
East Asia & Pacific (IDA & IBRD countries),TEA,964.5359749,1017.955942,1118.592545,1254.144049,1442.499348,1657.903631,1982.333142,2490.388367,3124.303639,3366.269985,4049.422511,4907.543722,5432.816401,5953.112445,6370.399755,6588.031586,6679.251594,7248.229616,8051.812548,8280.234696,8378.63094
Europe & Central Asia (IDA & IBRD countries),TEC,2057.391413,2096.229447,2357.59087,2897.757267,3749.13695,4689.900992,5663.705176,7270.742821,8975.490206,7093.373319,8289.886009,10017.72511,10406.48496,10973.16488,10319.43686,8008.230261,7665.383797,8553.532336,8868.02881,9002.297601,8368.476616
Togo,TGO,302.958592,292.8231035,328.3981073,396.9205798,413.3298662,406.562366,408.0571173,449.7382505,546.3503702,540.6087126,534.0447826,587.0974928,571.8067239,621.3988536,640.9342196,570.9099672,803.1518934,830.7452767,901.5230169,893.3524541,914.9505826
Thailand,THA,2007.735271,1893.264239,2096.187802,2359.116831,2660.126835,2894.062656,3369.543198,3973.017172,4379.658787,4213.006654,5076.339872,5492.1215,5860.581471,6168.261356,5951.883487,5840.053067,5993.305516,6593.818352,7296.879608,7817.011522,7189.041835
Tajikistan,TJK,138.4291467,171.0480646,190.0026776,237.7573352,311.6272313,340.5831832,408.8384135,526.6432883,715.8657063,676.1235111,749.5524123,847.3824321,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,848.6723799,853.2188734,890.5444024,859.1379611
Turkmenistan,TKM,643.1909754,774.482152,967.8874353,1283.908782,1453.917784,1704.41538,2136.472101,2600.368758,3904.465301,4036.456805,4439.202128,5649.962106,6675.178055,7304.285771,7962.244925,6432.685325,6387.682575,6587.092604,6967.375043,7612.03518,
Latin America & the Caribbean (IDA & IBRD countries),TLA,4312.574979,4136.456542,3627.949226,3649.529348,4171.391187,5014.231943,5823.437678,6812.366805,7861.741278,7278.974799,8991.087026,10139.62059,10123.72578,10261.55107,10350.15899,8745.674436,8440.432404,9316.218215,9001.310135,8776.748232,7244.555569
Timor-Leste,TLS,415.0859486,529.7937005,508.7911659,517.7860016,453.4806958,464.524032,446.4575768,523.7375385,614.435755,676.6183307,806.4135263,947.5107667,1013.042872,1210.03999,1232.453997,1332.791772,1353.746815,1286.406785,1230.22528,1560.508615,1381.17566
Middle East & North Africa (IDA & IBRD countries),TMN,1693.147654,1670.262428,1580.613676,1701.553507,1987.316634,2301.481869,2630.113457,3196.620819,3891.740846,3687.834841,4180.083724,4644.969214,5036.826624,4624.312535,4466.514805,3932.172284,3923.436,3802.414802,3500.262154,3504.714745,3063.189564
Tonga,TON,2091.113009,1839.086867,1845.669127,2030.775469,2301.654115,2594.418739,2873.076637,2910.145122,3331.546555,3006.606344,3527.952342,4002.813771,4581.783245,4428.146521,4354.24436,4336.239603,4157.877249,4513.432531,4740.700272,4903.012138,
South Asia (IDA & IBRD),TSA,453.2376041,455.8581249,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4611995,1041.994401,1257.499445,1368.944608,1366.115421,1383.560005,1496.00791,1543.489948,1652.196,1867.505482,1894.169093,1959.342256,1804.917623
Sub-Saharan Africa (IDA & IBRD countries),TSS,602.2155476,560.2475317,595.0160938,725.8310442,879.0041985,1016.662747,1174.811264,1327.036394,1481.833402,1373.92591,1592.59208,1741.010781,1776.51779,1840.729073,1861.462891,1658.514663,1508.352794,1564.22416,1596.825251,1599.015966,1483.769566
Trinidad and Tobago,TTO,6435.134212,6939.828471,7053.087371,8807.866068,10293.86925,12327.28071,14102.59329,16539.89075,21204.00818,14514.24061,16683.39306,19034.12071,19157.45977,20143.54541,20270.93377,18214.46062,16250.62869,16173.74005,17037.86236,16637.16294,15384.03946
Tunisia,TUN,2211.835015,2253.034852,2344.396907,2760.405122,3111.374381,3193.204358,3369.924443,3776.332046,4307.580023,4128.463959,4141.975964,4264.678122,4152.684394,4222.70514,4305.482357,3861.6924,3697.938729,3481.241106,3438.805067,3351.573443,3319.819024
Turkey,TUR,4337.478003,3142.920998,3687.956093,4760.104019,6101.632117,7456.296101,8101.856924,9791.88245,10941.17215,9103.474051,10742.77498,11420.55546,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,10589.66772,9453.196172,9126.594392,8538.16906
Tuvalu,TUV,1463.166211,1392.334348,1610.653001,1874.853819,2181.636269,2184.565259,2263.575948,2645.109505,2936.521547,2602.619444,3024.761774,3643.121608,3506.308144,3457.376266,3398.39675,3197.772252,3253.899536,3574.065288,3701.709255,4055.89561,4143.109753
Tanzania,TZA,410.9523655,406.5387537,411.9723218,431.2797298,459.2592952,492.6313397,485.4974495,552.8395016,687.3904455,695.2168433,743.4036639,781.4338957,867.8574989,970.3996014,1030.077648,947.9333517,966.5030166,1004.906588,1042.838759,1085.884861,1076.470385
Uganda,UGA,261.8691416,239.473127,245.5000403,254.3012043,296.0142675,333.7315763,349.2171001,403.6637446,474.5179496,796.5309244,819.0074652,828.9941128,786.738711,806.6119363,879.7349486,843.6295453,733.3971317,746.8307512,770.2570601,794.4514454,817.0357569
Ukraine,UKR,635.7044182,780.3211789,878.6187489,1047.50279,1366.016476,1826.931391,2300.769709,3065.611294,3887.242337,2542.995424,2965.139715,3569.758121,3855.417729,4029.711252,3104.643206,2124.662319,2187.73051,2640.675677,3096.817402,3662.563087,3726.927149
Upper middle income,UMC,1968.272508,1964.003535,1965.493779,2183.922657,2599.083414,3102.455581,3661.717877,4519.876303,5481.14627,5231.236505,6306.628403,7552.604624,8031.697227,8566.499744,8769.654809,8173.055438,8072.015628,8870.349295,9483.693306,9589.037874,9191.680733
Uruguay,URY,6875.025469,6284.45968,4090.891888,3624.205685,4120.544205,5226.9441,5887.845162,7026.503055,9091.079039,9451.932449,11992.02377,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,18703.86029,17688.01501,15438.41167
United States,USA,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.9677,48382.55845,47099.98047,48466.6576,49882.55813,51602.93105,53106.53677,55049.98833,56863.3715,58021.4005,60109.65573,63064.41841,65279.52903,63543.57779
Uzbekistan,UZB,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1634.312095,1926.292997,2137.025122,2281.410973,2492.336643,2615.025134,2567.799207,1826.566919,1529.082864,1719.05721,1685.764947
St. Vincent and the Grenadines,VCT,3676.352092,3985.807613,4272.956059,4447.918312,4809.934335,5070.381521,5625.399437,6307.313617,6415.343305,6232.371642,6292.498854,6242.252962,6390.310632,6639.484897,6684.377547,6921.702479,7074.548765,7213.025857,7361.400962,7457.239776,7297.91235
"Venezuela, RB",VEN,4842.036601,4986.675788,3700.87974,3272.615024,4325.696756,5504.97724,6833.378912,8454.469536,11432.74592,11765.09976,13825.35712,10955.53801,12986.22269,12457.7686,16055.64532,16376.62325,16821.09421,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,30126.53328,31823.41828,35024.8004,40930.17252,41561.70122,44333.88408,39207.72715,38771.63204,40043.55971,39144.88872,37850.77827,34820.11459,33573.71943,34796.49436,36022.54548,36287.87949,37233.29689,,
Vietnam,VNM,390.0933309,404.8078612,430.0528724,480.5798343,546.909619,687.4797274,784.3723759,906.2842299,1149.424495,1217.268583,1317.890646,1525.119025,1735.152116,1886.69017,2030.278447,2085.101349,2192.174482,2365.521615,2566.447487,2715.27598,2785.724157
Vanuatu,VUT,1470.63587,1363.185058,1354.100243,1580.575634,1788.122206,1887.226576,2049.532809,2352.973255,2629.053124,2573.889015,2839.40634,3173.822022,2997.293432,2954.774511,2926.67996,2695.666186,2805.66532,3082.475083,3125.404999,3102.34679,2782.98434
World,WLD,5503.672938,5400.216995,5535.825036,6131.689818,6823.094176,7299.921539,7814.842892,8698.944018,9428.524915,8836.328206,9558.485597,10492.80396,10608.95188,10785.97095,10954.7362,10251.09905,10292.60017,10829.97494,11372.24782,11417.15502,10925.72785
Samoa,WSM,1542.066736,1556.999425,1633.007661,1909.154441,2353.455973,2590.489858,2796.601169,3133.671327,3378.953029,3168.228207,3566.458277,3933.459357,4022.177848,4037.615168,3937.779197,4073.729164,4109.059523,4259.634172,4188.571058,4324.101774,4067.47263
Kosovo,XKX,1087.762401,1490.361033,1413.532587,1638.104739,2086.537325,2147.464271,2237.126598,2685.986222,3254.820269,3209.694109,3286.557443,3741.875052,3596.804655,3891.266363,4080.330717,3603.025501,3780.003689,4045.614209,4419.914327,4445.890702,4287.200903
"Yemen, Rep.",YEM,554.4486653,550.3603645,579.8531406,620.382726,709.9653788,832.8441987,921.4183549,1017.292048,1229.246675,1116.084396,1334.784902,1374.621401,1446.536472,1607.152173,1674.002572,1601.830063,1138.603723,960.528848,824.117718,,
South Africa,ZAF,3032.439182,2666.475027,2502.277005,3751.282251,4833.627517,5383.657217,5602.010466,6095.62157,5760.805172,5862.797108,7328.6152,8007.476439,7501.661096,6832.725546,6433.400402,5734.633422,5272.543648,6131.47945,6372.605655,6001.401121,5090.715025
Zambia,ZMB,345.6896207,382.9410352,382.2419633,435.4581994,538.591553,702.7411184,1047.918843,1124.290586,1394.0005,1159.907499,1489.459087,1672.907535,1763.069442,1878.346811,1762.427817,1338.290927,1280.806543,1535.196574,1516.3711,1305.002214,1050.919283
Zimbabwe,ZWE,563.0575041,568.3862905,530.5304463,478.0076044,482.9984515,476.5554025,447.8547399,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1335.665064,1352.162653,1156.154864,1128.210711
